Question,URL,Answer,keywords
What are the COVID-19 symptoms?,/questions/431,"Prolonged spiking fever; Worsening of respiratory infection symptoms such as cough, sore throat, runny nose
Increasing muscle ache or tiredness; Diarrhoea 
If you have an oximeter, an SpO2 reading that stays in the range of 93% to 94% while you are at rest.
If you experience any of these symptoms, contact a telemedicine provider or a participating GP. 
Refer here for symptoms that require emergency help. https://ask.gov.sg/questions/397",covid
"If I have prolonged spiking fever, what should I do?",/questions/431,"Prolonged spiking fever; Worsening of respiratory infection symptoms such as cough, sore throat, runny nose
Increasing muscle ache or tiredness; Diarrhoea 
If you have an oximeter, an SpO2 reading that stays in the range of 93% to 94% while you are at rest.
If you experience any of these symptoms, contact a telemedicine provider or a participating GP. 
Refer here for symptoms that require emergency help. https://ask.gov.sg/questions/397",fever
"If my cough worsen, what should I do?",/questions/431,"Prolonged spiking fever; Worsening of respiratory infection symptoms such as cough, sore throat, runny nose
Increasing muscle ache or tiredness; Diarrhoea 
If you have an oximeter, an SpO2 reading that stays in the range of 93% to 94% while you are at rest.
If you experience any of these symptoms, contact a telemedicine provider or a participating GP. 
Refer here for symptoms that require emergency help. https://ask.gov.sg/questions/397",cough
"If I have increasing muscle ache, what should I do?",/questions/431,"Prolonged spiking fever; Worsening of respiratory infection symptoms such as cough, sore throat, runny nose
Increasing muscle ache or tiredness; Diarrhoea 
If you have an oximeter, an SpO2 reading that stays in the range of 93% to 94% while you are at rest.
If you experience any of these symptoms, contact a telemedicine provider or a participating GP. 
Refer here for symptoms that require emergency help. https://ask.gov.sg/questions/397",muscle ache
"If my sore throat worsened, what should I do?",/questions/431,"Prolonged spiking fever; Worsening of respiratory infection symptoms such as cough, sore throat, runny nose
Increasing muscle ache or tiredness; Diarrhoea 
If you have an oximeter, an SpO2 reading that stays in the range of 93% to 94% while you are at rest.
If you experience any of these symptoms, contact a telemedicine provider or a participating GP. 
Refer here for symptoms that require emergency help. https://ask.gov.sg/questions/397","covid, symptoms"
Should I visit a doctor if I experience Covid symptoms?,/questions/431,"Prolonged spiking fever; Worsening of respiratory infection symptoms such as cough, sore throat, runny nose
Increasing muscle ache or tiredness; Diarrhoea 
If you have an oximeter, an SpO2 reading that stays in the range of 93% to 94% while you are at rest.
If you experience any of these symptoms, contact a telemedicine provider or a participating GP. 
Refer here for symptoms that require emergency help. https://ask.gov.sg/questions/397","doctor, covid, symptoms"
"I have a diarrhoea, what should I do?",/questions/431,"Prolonged spiking fever; Worsening of respiratory infection symptoms such as cough, sore throat, runny nose
Increasing muscle ache or tiredness; Diarrhoea 
If you have an oximeter, an SpO2 reading that stays in the range of 93% to 94% while you are at rest.
If you experience any of these symptoms, contact a telemedicine provider or a participating GP. 
Refer here for symptoms that require emergency help. https://ask.gov.sg/questions/397",diarrhoea
"My symptions does not subside, what should I do?",/questions/431,"Prolonged spiking fever; Worsening of respiratory infection symptoms such as cough, sore throat, runny nose
Increasing muscle ache or tiredness; Diarrhoea 
If you have an oximeter, an SpO2 reading that stays in the range of 93% to 94% while you are at rest.
If you experience any of these symptoms, contact a telemedicine provider or a participating GP. 
Refer here for symptoms that require emergency help. https://ask.gov.sg/questions/397",symptoms
When do I need to seek medical attention during Home Recovery?,/questions/431,"Prolonged spiking fever; Worsening of respiratory infection symptoms such as cough, sore throat, runny nose
Increasing muscle ache or tiredness; Diarrhoea 
If you have an oximeter, an SpO2 reading that stays in the range of 93% to 94% while you are at rest.
If you experience any of these symptoms, contact a telemedicine provider or a participating GP. 
Refer here for symptoms that require emergency help. https://ask.gov.sg/questions/397",home recovery
"My SpO2 reading shows 93%, what should I do?",/questions/431,"Prolonged spiking fever; Worsening of respiratory infection symptoms such as cough, sore throat, runny nose
Increasing muscle ache or tiredness; Diarrhoea 
If you have an oximeter, an SpO2 reading that stays in the range of 93% to 94% while you are at rest.
If you experience any of these symptoms, contact a telemedicine provider or a participating GP. 
Refer here for symptoms that require emergency help. https://ask.gov.sg/questions/397",spo2
"My SpO2 reading shows 94%, what should I do?",/questions/431,"Prolonged spiking fever; Worsening of respiratory infection symptoms such as cough, sore throat, runny nose
Increasing muscle ache or tiredness; Diarrhoea 
If you have an oximeter, an SpO2 reading that stays in the range of 93% to 94% while you are at rest.
If you experience any of these symptoms, contact a telemedicine provider or a participating GP. 
Refer here for symptoms that require emergency help. https://ask.gov.sg/questions/397",spo2
Is frequent ART swabbing harmful to me?,/questions/406,"Frequent swabbing will do no harm.
ART swabs are inserted at around 2cm into the nostril. However, if you have had recent facial surgery or frequent nose bleeds, you are advised to visit a licensed ART provider  to have a professional perform the ART for you.
If you are feeling unwell, please seek medical attention at your nearest Swab and Send Home (SASH) clinic. Please do not perform any ART self-testing if you are unwell.",ART
Long term effects of ART swabbing?,/questions/406,"Frequent swabbing will do no harm.
ART swabs are inserted at around 2cm into the nostril. However, if you have had recent facial surgery or frequent nose bleeds, you are advised to visit a licensed ART provider  to have a professional perform the ART for you.
If you are feeling unwell, please seek medical attention at your nearest Swab and Send Home (SASH) clinic. Please do not perform any ART self-testing if you are unwell.",ART
Is ART swabbing dangerous?,/questions/406,"Frequent swabbing will do no harm.
ART swabs are inserted at around 2cm into the nostril. However, if you have had recent facial surgery or frequent nose bleeds, you are advised to visit a licensed ART provider  to have a professional perform the ART for you.
If you are feeling unwell, please seek medical attention at your nearest Swab and Send Home (SASH) clinic. Please do not perform any ART self-testing if you are unwell.",ART
Can I do too much ART swabbing in too little time?,/questions/406,"Frequent swabbing will do no harm.
ART swabs are inserted at around 2cm into the nostril. However, if you have had recent facial surgery or frequent nose bleeds, you are advised to visit a licensed ART provider  to have a professional perform the ART for you.
If you are feeling unwell, please seek medical attention at your nearest Swab and Send Home (SASH) clinic. Please do not perform any ART self-testing if you are unwell.",ART
Has ART Swabbing ever caused death?,/questions/406,"Frequent swabbing will do no harm.
ART swabs are inserted at around 2cm into the nostril. However, if you have had recent facial surgery or frequent nose bleeds, you are advised to visit a licensed ART provider  to have a professional perform the ART for you.
If you are feeling unwell, please seek medical attention at your nearest Swab and Send Home (SASH) clinic. Please do not perform any ART self-testing if you are unwell.",ART
ART Swabbing safe for children?,/questions/406,"Frequent swabbing will do no harm.
ART swabs are inserted at around 2cm into the nostril. However, if you have had recent facial surgery or frequent nose bleeds, you are advised to visit a licensed ART provider  to have a professional perform the ART for you.
If you are feeling unwell, please seek medical attention at your nearest Swab and Send Home (SASH) clinic. Please do not perform any ART self-testing if you are unwell.",ART
Can I do ART swabbing if I had recent facial surgery?,/questions/406,"Frequent swabbing will do no harm.
ART swabs are inserted at around 2cm into the nostril. However, if you have had recent facial surgery or frequent nose bleeds, you are advised to visit a licensed ART provider  to have a professional perform the ART for you.
If you are feeling unwell, please seek medical attention at your nearest Swab and Send Home (SASH) clinic. Please do not perform any ART self-testing if you are unwell.",ART
nose bleed during ART swab,/questions/406,"Frequent swabbing will do no harm.
ART swabs are inserted at around 2cm into the nostril. However, if you have had recent facial surgery or frequent nose bleeds, you are advised to visit a licensed ART provider  to have a professional perform the ART for you.
If you are feeling unwell, please seek medical attention at your nearest Swab and Send Home (SASH) clinic. Please do not perform any ART self-testing if you are unwell.",ART
"If I had recent facial surgery, am I suitable to do ART?",/questions/406,"Frequent swabbing will do no harm.
ART swabs are inserted at around 2cm into the nostril. However, if you have had recent facial surgery or frequent nose bleeds, you are advised to visit a licensed ART provider  to have a professional perform the ART for you.
If you are feeling unwell, please seek medical attention at your nearest Swab and Send Home (SASH) clinic. Please do not perform any ART self-testing if you are unwell.","ART, swab"
"If I always have frequent nose bleeds, am I suitable to do ART?",/questions/406,"Frequent swabbing will do no harm.
ART swabs are inserted at around 2cm into the nostril. However, if you have had recent facial surgery or frequent nose bleeds, you are advised to visit a licensed ART provider  to have a professional perform the ART for you.
If you are feeling unwell, please seek medical attention at your nearest Swab and Send Home (SASH) clinic. Please do not perform any ART self-testing if you are unwell.",ART
When should I seek emergency help? What symptoms should I look out for?,/questions/397,"If you experience any of these symptoms, call 995  immediately:
Shortness of breath or difficulty breathing; Chest pains or pressures on your chest; Palpitations (if your heart is beating very fast or pounding)
If you have an oximeter, an SpO2 reading that stays below 92% despite multiple readings taken while you are at rest",symptoms
What to do when Covid symptoms start?,/questions/397,"If you experience any of these symptoms, call 995  immediately:
Shortness of breath or difficulty breathing; Chest pains or pressures on your chest; Palpitations (if your heart is beating very fast or pounding)
If you have an oximeter, an SpO2 reading that stays below 92% despite multiple readings taken while you are at rest","covid, symptoms"
When do I call 995 if I have covid?,/questions/397,"If you experience any of these symptoms, call 995  immediately:
Shortness of breath or difficulty breathing; Chest pains or pressures on your chest; Palpitations (if your heart is beating very fast or pounding)
If you have an oximeter, an SpO2 reading that stays below 92% despite multiple readings taken while you are at rest","covid, 995"
"I am short of breath, can you help me?",/questions/397,"If you experience any of these symptoms, call 995  immediately:
Shortness of breath or difficulty breathing; Chest pains or pressures on your chest; Palpitations (if your heart is beating very fast or pounding)
If you have an oximeter, an SpO2 reading that stays below 92% despite multiple readings taken while you are at rest",
"I find it hard to breathe, what should I do next?",/questions/397,"If you experience any of these symptoms, call 995  immediately:
Shortness of breath or difficulty breathing; Chest pains or pressures on your chest; Palpitations (if your heart is beating very fast or pounding)
If you have an oximeter, an SpO2 reading that stays below 92% despite multiple readings taken while you are at rest",
"My chest feels painful, shoud I go hospital now?",/questions/397,"If you experience any of these symptoms, call 995  immediately:
Shortness of breath or difficulty breathing; Chest pains or pressures on your chest; Palpitations (if your heart is beating very fast or pounding)
If you have an oximeter, an SpO2 reading that stays below 92% despite multiple readings taken while you are at rest",hospital
"I have difficulty in breathing, what should I do?",/questions/397,"If you experience any of these symptoms, call 995  immediately:
Shortness of breath or difficulty breathing; Chest pains or pressures on your chest; Palpitations (if your heart is beating very fast or pounding)
If you have an oximeter, an SpO2 reading that stays below 92% despite multiple readings taken while you are at rest",breathless
"My heart is beating very fast, what should I do?",/questions/397,"If you experience any of these symptoms, call 995  immediately:
Shortness of breath or difficulty breathing; Chest pains or pressures on your chest; Palpitations (if your heart is beating very fast or pounding)
If you have an oximeter, an SpO2 reading that stays below 92% despite multiple readings taken while you are at rest",
"My SpO2 reading that stays below 92%, what should I do?",/questions/397,"If you experience any of these symptoms, call 995  immediately:
Shortness of breath or difficulty breathing; Chest pains or pressures on your chest; Palpitations (if your heart is beating very fast or pounding)
If you have an oximeter, an SpO2 reading that stays below 92% despite multiple readings taken while you are at rest",spo2
How will MOH check that I am isolated at home?,/questions/428,"You will receive phone calls or location verification requests from the MOH monitoring team during your isolation period.
For the safety of your household contacts and community, please strictly adhere to the Isolation Order.",MOH
How will MOH know I followed the rules?,/questions/428,"You will receive phone calls or location verification requests from the MOH monitoring team during your isolation period.
For the safety of your household contacts and community, please strictly adhere to the Isolation Order.",MOH
Will I be tracked by MOH during isolation period?,/questions/428,"You will receive phone calls or location verification requests from the MOH monitoring team during your isolation period.
For the safety of your household contacts and community, please strictly adhere to the Isolation Order.","MOH, isolation"
Will anyone check on me during isolation period?,/questions/428,"You will receive phone calls or location verification requests from the MOH monitoring team during your isolation period.
For the safety of your household contacts and community, please strictly adhere to the Isolation Order.",isolation
I was discharged from Community Care Facility (CCF) even though it’s been less than 10 days. Can I go out?,/questions/417,"While you are allowed to leave the house, please try to minimise social interactions for the next 7 days.","care facility, CCF"
Can i meet my friends after my discharge,/questions/417,"While you are allowed to leave the house, please try to minimise social interactions for the next 7 days.",discharge
Is there anything to take note after discharge from hospital for Covid 19,/questions/417,"While you are allowed to leave the house, please try to minimise social interactions for the next 7 days.","discharge, covid, hospital"
Can I go out after I recovered from Covid 19,/questions/417,"While you are allowed to leave the house, please try to minimise social interactions for the next 7 days.",covid
Can I leave my house after I am discharged from CCF?,/questions/417,"While you are allowed to leave the house, please try to minimise social interactions for the next 7 days.",CCF
How long should I avoid socialising after leaving CCF?,/questions/417,"While you are allowed to leave the house, please try to minimise social interactions for the next 7 days.",CCF
Can I dine out after I have discharged?,/questions/417,"While you are allowed to leave the house, please try to minimise social interactions for the next 7 days.",
When will I receive my PCR test results?,/questions/450,"You will receive your PCR test results via SMS within 2 days of the test.
You may also find your PCR test results in HealthHub. Click on Health eServices and login via SingPass.
The test results will usually be available within one to two days of your swab test.",PCR
How do I know my PCR test results,/questions/450,"You will receive your PCR test results via SMS within 2 days of the test.
You may also find your PCR test results in HealthHub. Click on Health eServices and login via SingPass.
The test results will usually be available within one to two days of your swab test.",PCR
How can I check my PCR test results,/questions/450,"You will receive your PCR test results via SMS within 2 days of the test.
You may also find your PCR test results in HealthHub. Click on Health eServices and login via SingPass.
The test results will usually be available within one to two days of your swab test.",PCR
How long will I receive the results of my PCR test,/questions/450,"You will receive your PCR test results via SMS within 2 days of the test.
You may also find your PCR test results in HealthHub. Click on Health eServices and login via SingPass.
The test results will usually be available within one to two days of your swab test.",PCR
I have yet to receive my Care Pack. What should I do?,/questions/429,"The Care Pack is only delivered to you if you don't have an oximeter at home. The most important item in the Pack is an oximeter to monitor the oxygen saturation level in your blood. 
If you have not received the Care Pack and you do not have an oximeter at home, call your Home Recovery Buddy at 6874 4939 . ",care pack
Is Care pack given to all Covid patients?,/questions/429,"The Care Pack is only delivered to you if you don't have an oximeter at home. The most important item in the Pack is an oximeter to monitor the oxygen saturation level in your blood. 
If you have not received the Care Pack and you do not have an oximeter at home, call your Home Recovery Buddy at 6874 4939 . ","care pack, covid"
Who do I to contact to get the Care Pack?,/questions/429,"The Care Pack is only delivered to you if you don't have an oximeter at home. The most important item in the Pack is an oximeter to monitor the oxygen saturation level in your blood. 
If you have not received the Care Pack and you do not have an oximeter at home, call your Home Recovery Buddy at 6874 4939 . ",care pack
"I have covid and I need an oximeter, where can I find one?",/questions/429,"The Care Pack is only delivered to you if you don't have an oximeter at home. The most important item in the Pack is an oximeter to monitor the oxygen saturation level in your blood. 
If you have not received the Care Pack and you do not have an oximeter at home, call your Home Recovery Buddy at 6874 4939 . ",covid
What is inside a Care pack?,/questions/429,"The Care Pack is only delivered to you if you don't have an oximeter at home. The most important item in the Pack is an oximeter to monitor the oxygen saturation level in your blood. 
If you have not received the Care Pack and you do not have an oximeter at home, call your Home Recovery Buddy at 6874 4939 . ",care pack
Who can receive a care pack?,/questions/429,"The Care Pack is only delivered to you if you don't have an oximeter at home. The most important item in the Pack is an oximeter to monitor the oxygen saturation level in your blood. 
If you have not received the Care Pack and you do not have an oximeter at home, call your Home Recovery Buddy at 6874 4939 . ",care pack
Who is eligible to receive a care pack?,/questions/429,"The Care Pack is only delivered to you if you don't have an oximeter at home. The most important item in the Pack is an oximeter to monitor the oxygen saturation level in your blood. 
If you have not received the Care Pack and you do not have an oximeter at home, call your Home Recovery Buddy at 6874 4939 . ",care pack
I am on Home Recovery but I have not received a care pack. Who should I contact?,/questions/429,"The Care Pack is only delivered to you if you don't have an oximeter at home. The most important item in the Pack is an oximeter to monitor the oxygen saturation level in your blood. 
If you have not received the Care Pack and you do not have an oximeter at home, call your Home Recovery Buddy at 6874 4939 . ","home recovery, care pack"
I do not have a care pack,/questions/429,"The Care Pack is only delivered to you if you don't have an oximeter at home. The most important item in the Pack is an oximeter to monitor the oxygen saturation level in your blood. 
If you have not received the Care Pack and you do not have an oximeter at home, call your Home Recovery Buddy at 6874 4939 . ",care pack
What is a care pack?,/questions/429,"The Care Pack is only delivered to you if you don't have an oximeter at home. The most important item in the Pack is an oximeter to monitor the oxygen saturation level in your blood. 
If you have not received the Care Pack and you do not have an oximeter at home, call your Home Recovery Buddy at 6874 4939 . ",care pack
How to get a care pack?,/questions/429,"The Care Pack is only delivered to you if you don't have an oximeter at home. The most important item in the Pack is an oximeter to monitor the oxygen saturation level in your blood. 
If you have not received the Care Pack and you do not have an oximeter at home, call your Home Recovery Buddy at 6874 4939 . ",care pack
I do not have an oximeter at home.,/questions/429,"The Care Pack is only delivered to you if you don't have an oximeter at home. The most important item in the Pack is an oximeter to monitor the oxygen saturation level in your blood. 
If you have not received the Care Pack and you do not have an oximeter at home, call your Home Recovery Buddy at 6874 4939 . ",oximeter
I have received a call from MOH saying that they are contacting me for contact tracing purposes. How do I verify if that is true?,/questions/476,"To verify the authenticity of a contact tracing call, you may wish to:
Take down the number which the caller is calling from.
Call the MOH COVID-19 General Enquiries Hotline at 1800 333 9999    and provide them the caller’s number.
Please note that MOH will not ask for your financial details when conducting tracing or divulge any details of confirmed cases. We will also not ask you to collect documents from us, unless you have existing business with MOH.","MOH, contact tracing"
Will MOH ask me for credit card details?,/questions/476,"To verify the authenticity of a contact tracing call, you may wish to:
Take down the number which the caller is calling from.
Call the MOH COVID-19 General Enquiries Hotline at 1800 333 9999    and provide them the caller’s number.
Please note that MOH will not ask for your financial details when conducting tracing or divulge any details of confirmed cases. We will also not ask you to collect documents from us, unless you have existing business with MOH.",MOH
How do I know if MOH call is real,/questions/476,"To verify the authenticity of a contact tracing call, you may wish to:
Take down the number which the caller is calling from.
Call the MOH COVID-19 General Enquiries Hotline at 1800 333 9999    and provide them the caller’s number.
Please note that MOH will not ask for your financial details when conducting tracing or divulge any details of confirmed cases. We will also not ask you to collect documents from us, unless you have existing business with MOH.",MOH
How do I know if MOH call is genuine,/questions/476,"To verify the authenticity of a contact tracing call, you may wish to:
Take down the number which the caller is calling from.
Call the MOH COVID-19 General Enquiries Hotline at 1800 333 9999    and provide them the caller’s number.
Please note that MOH will not ask for your financial details when conducting tracing or divulge any details of confirmed cases. We will also not ask you to collect documents from us, unless you have existing business with MOH.",MOH
What should I do if I suspect a MOH call is scam,/questions/476,"To verify the authenticity of a contact tracing call, you may wish to:
Take down the number which the caller is calling from.
Call the MOH COVID-19 General Enquiries Hotline at 1800 333 9999    and provide them the caller’s number.
Please note that MOH will not ask for your financial details when conducting tracing or divulge any details of confirmed cases. We will also not ask you to collect documents from us, unless you have existing business with MOH.","MOH, scam"
How do I know if MOH call is legit,/questions/476,"To verify the authenticity of a contact tracing call, you may wish to:
Take down the number which the caller is calling from.
Call the MOH COVID-19 General Enquiries Hotline at 1800 333 9999    and provide them the caller’s number.
Please note that MOH will not ask for your financial details when conducting tracing or divulge any details of confirmed cases. We will also not ask you to collect documents from us, unless you have existing business with MOH.",contact tracing
Can we give our financial details during contact tracing?,/questions/476,"To verify the authenticity of a contact tracing call, you may wish to:
Take down the number which the caller is calling from.
Call the MOH COVID-19 General Enquiries Hotline at 1800 333 9999    and provide them the caller’s number.
Please note that MOH will not ask for your financial details when conducting tracing or divulge any details of confirmed cases. We will also not ask you to collect documents from us, unless you have existing business with MOH.",contact tracing
What should I do when I receive the Health Risk Warning (HRW) SMS?,/questions/440,Click here  to find out what you need to do next when you receive a HRW SMS. https://www.covid.gov.sg/exposed/hrw,"health risk warning, HRW"
What to do next if I received HRW SMS?,/questions/440,Click here  to find out what you need to do next when you receive a HRW SMS. https://www.covid.gov.sg/exposed/hrw,"HRW, SMS"
What are the new streamlined protocols announced on 9 Oct 2021?,/questions/500,"Protocol 1: You are unwell
See a doctor.
If you test positive for COVID-19: Stay home and self-isolate.
You will either be placed on the Home Recovery Programme (HRP) by default, or if your home  environment is not suitable, you can recover at the appropriate care facilities.
If you are fully vaccinated or aged 12 years or younger: Self-isolate for 10 days.
If you are unvaccinated: Self-isolate for 14 days.
You will be discharged after your respective isolation periods. There is no need for further tests.
 
Protocol 2: You are well but tested positive for COVID-19
Self-isolate at home for the next 72 hours.
Thereafter, take another test:
If you test negative: You may end isolation and resume normal activities.
If you become unwell at any time, such as high fever or breathlenessness, see a doctor.
 
Protocol 3: You are identified as a close contact of an infected person
You will be placed on Health Risk Warning (HRW).
Immediately self-isolate, and test yourself with an Antigen Rapid Test (ART) self-test on the day you receive the HRW SMS.
Upload the Day 1 ART result here. https://form.gov.sg/#!/61515cd8855f49001279b2ef
If you test negative: Continue with normal activities for the day.
For subsequent days, i.e. Day 2 to 7, you should test ART negative on same day before going out.
If you test positive on any of these ART tests, follow Protocol 2 above.
On Day 7, you must test yourself with an ART self-test:
If the test is negative, you may resume normal activities. There is no need for further tests.",protocols
what are the latest covid 19 protocols,/questions/500,"Protocol 1: You are unwell
See a doctor.
If you test positive for COVID-19: Stay home and self-isolate.
You will either be placed on the Home Recovery Programme (HRP) by default, or if your home  environment is not suitable, you can recover at the appropriate care facilities.
If you are fully vaccinated or aged 12 years or younger: Self-isolate for 10 days.
If you are unvaccinated: Self-isolate for 14 days.
You will be discharged after your respective isolation periods. There is no need for further tests.
 
Protocol 2: You are well but tested positive for COVID-19
Self-isolate at home for the next 72 hours.
Thereafter, take another test:
If you test negative: You may end isolation and resume normal activities.
If you become unwell at any time, such as high fever or breathlenessness, see a doctor.
 
Protocol 3: You are identified as a close contact of an infected person
You will be placed on Health Risk Warning (HRW).
Immediately self-isolate, and test yourself with an Antigen Rapid Test (ART) self-test on the day you receive the HRW SMS.
Upload the Day 1 ART result here. https://form.gov.sg/#!/61515cd8855f49001279b2ef
If you test negative: Continue with normal activities for the day.
For subsequent days, i.e. Day 2 to 7, you should test ART negative on same day before going out.
If you test positive on any of these ART tests, follow Protocol 2 above.
On Day 7, you must test yourself with an ART self-test:
If the test is negative, you may resume normal activities. There is no need for further tests.","covid, protocols"
What are the latest changes to Covid 19 protocols?,/questions/500,"Protocol 1: You are unwell
See a doctor.
If you test positive for COVID-19: Stay home and self-isolate.
You will either be placed on the Home Recovery Programme (HRP) by default, or if your home  environment is not suitable, you can recover at the appropriate care facilities.
If you are fully vaccinated or aged 12 years or younger: Self-isolate for 10 days.
If you are unvaccinated: Self-isolate for 14 days.
You will be discharged after your respective isolation periods. There is no need for further tests.
 
Protocol 2: You are well but tested positive for COVID-19
Self-isolate at home for the next 72 hours.
Thereafter, take another test:
If you test negative: You may end isolation and resume normal activities.
If you become unwell at any time, such as high fever or breathlenessness, see a doctor.
 
Protocol 3: You are identified as a close contact of an infected person
You will be placed on Health Risk Warning (HRW).
Immediately self-isolate, and test yourself with an Antigen Rapid Test (ART) self-test on the day you receive the HRW SMS.
Upload the Day 1 ART result here. https://form.gov.sg/#!/61515cd8855f49001279b2ef
If you test negative: Continue with normal activities for the day.
For subsequent days, i.e. Day 2 to 7, you should test ART negative on same day before going out.
If you test positive on any of these ART tests, follow Protocol 2 above.
On Day 7, you must test yourself with an ART self-test:
If the test is negative, you may resume normal activities. There is no need for further tests.","covid, protocols"
What are the latest revisions to Covid 19 guidelines?,/questions/500,"Protocol 1: You are unwell
See a doctor.
If you test positive for COVID-19: Stay home and self-isolate.
You will either be placed on the Home Recovery Programme (HRP) by default, or if your home  environment is not suitable, you can recover at the appropriate care facilities.
If you are fully vaccinated or aged 12 years or younger: Self-isolate for 10 days.
If you are unvaccinated: Self-isolate for 14 days.
You will be discharged after your respective isolation periods. There is no need for further tests.
 
Protocol 2: You are well but tested positive for COVID-19
Self-isolate at home for the next 72 hours.
Thereafter, take another test:
If you test negative: You may end isolation and resume normal activities.
If you become unwell at any time, such as high fever or breathlenessness, see a doctor.
 
Protocol 3: You are identified as a close contact of an infected person
You will be placed on Health Risk Warning (HRW).
Immediately self-isolate, and test yourself with an Antigen Rapid Test (ART) self-test on the day you receive the HRW SMS.
Upload the Day 1 ART result here. https://form.gov.sg/#!/61515cd8855f49001279b2ef
If you test negative: Continue with normal activities for the day.
For subsequent days, i.e. Day 2 to 7, you should test ART negative on same day before going out.
If you test positive on any of these ART tests, follow Protocol 2 above.
On Day 7, you must test yourself with an ART self-test:
If the test is negative, you may resume normal activities. There is no need for further tests.","covid, guidelines"
What are the Covid-19 protocols?,/questions/500,"Protocol 1: You are unwell
See a doctor.
If you test positive for COVID-19: Stay home and self-isolate.
You will either be placed on the Home Recovery Programme (HRP) by default, or if your home  environment is not suitable, you can recover at the appropriate care facilities.
If you are fully vaccinated or aged 12 years or younger: Self-isolate for 10 days.
If you are unvaccinated: Self-isolate for 14 days.
You will be discharged after your respective isolation periods. There is no need for further tests.
 
Protocol 2: You are well but tested positive for COVID-19
Self-isolate at home for the next 72 hours.
Thereafter, take another test:
If you test negative: You may end isolation and resume normal activities.
If you become unwell at any time, such as high fever or breathlenessness, see a doctor.
 
Protocol 3: You are identified as a close contact of an infected person
You will be placed on Health Risk Warning (HRW).
Immediately self-isolate, and test yourself with an Antigen Rapid Test (ART) self-test on the day you receive the HRW SMS.
Upload the Day 1 ART result here. https://form.gov.sg/#!/61515cd8855f49001279b2ef
If you test negative: Continue with normal activities for the day.
For subsequent days, i.e. Day 2 to 7, you should test ART negative on same day before going out.
If you test positive on any of these ART tests, follow Protocol 2 above.
On Day 7, you must test yourself with an ART self-test:
If the test is negative, you may resume normal activities. There is no need for further tests.","covid, protocols"
What are the new streamlined protocols with effect from 11 Oct 2021?,/questions/500,"Protocol 1: You are unwell
See a doctor.
If you test positive for COVID-19: Stay home and self-isolate.
You will either be placed on the Home Recovery Programme (HRP) by default, or if your home  environment is not suitable, you can recover at the appropriate care facilities.
If you are fully vaccinated or aged 12 years or younger: Self-isolate for 10 days.
If you are unvaccinated: Self-isolate for 14 days.
You will be discharged after your respective isolation periods. There is no need for further tests.
 
Protocol 2: You are well but tested positive for COVID-19
Self-isolate at home for the next 72 hours.
Thereafter, take another test:
If you test negative: You may end isolation and resume normal activities.
If you become unwell at any time, such as high fever or breathlenessness, see a doctor.
 
Protocol 3: You are identified as a close contact of an infected person
You will be placed on Health Risk Warning (HRW).
Immediately self-isolate, and test yourself with an Antigen Rapid Test (ART) self-test on the day you receive the HRW SMS.
Upload the Day 1 ART result here. https://form.gov.sg/#!/61515cd8855f49001279b2ef
If you test negative: Continue with normal activities for the day.
For subsequent days, i.e. Day 2 to 7, you should test ART negative on same day before going out.
If you test positive on any of these ART tests, follow Protocol 2 above.
On Day 7, you must test yourself with an ART self-test:
If the test is negative, you may resume normal activities. There is no need for further tests.",protocols
What is a Community Care Facility (CCF)?,/questions/475,"The majority of persons with COVID-19 infection have only mild to no symptoms and do not require acute hospital care. Hence, the default care management is Home Recovery.
COVID-19 patients who are unsuitable for Home Recovery may recover at a Community Care Facility, where most recover with minimal intervention. Patients in these facilities are monitored closely in case they need to be transferred to hospital for better management and support.","care facility, CCF"
What is the difference between home recovery and community care facility,/questions/475,"The majority of persons with COVID-19 infection have only mild to no symptoms and do not require acute hospital care. Hence, the default care management is Home Recovery.
COVID-19 patients who are unsuitable for Home Recovery may recover at a Community Care Facility, where most recover with minimal intervention. Patients in these facilities are monitored closely in case they need to be transferred to hospital for better management and support.","home recovery, care facility"
How will MOH take care of patients in Community Care Facility (CCF)?,/questions/475,"The majority of persons with COVID-19 infection have only mild to no symptoms and do not require acute hospital care. Hence, the default care management is Home Recovery.
COVID-19 patients who are unsuitable for Home Recovery may recover at a Community Care Facility, where most recover with minimal intervention. Patients in these facilities are monitored closely in case they need to be transferred to hospital for better management and support.","MOH, care facility"
Who will be sent to a Community Care Facility (CCF)?,/questions/475,"The majority of persons with COVID-19 infection have only mild to no symptoms and do not require acute hospital care. Hence, the default care management is Home Recovery.
COVID-19 patients who are unsuitable for Home Recovery may recover at a Community Care Facility, where most recover with minimal intervention. Patients in these facilities are monitored closely in case they need to be transferred to hospital for better management and support.","care facility, CCF"
I suspect I've been in the same place as a confirmed Covid case. Should I be worried?,/questions/468,"If you are deemed to be a close contact of a confirmed case, you will be contacted by MOH officials and advised on the measures that you should take.
Close contacts are identified as those who have provided care for, or have had close physical contact with the infected person.
Transient contacts are those who have interacted with the infected person for short periods of time, such as passing by each other in the corridor, or being on the same public transport or in the same public space. The risk of infection in such situations is usually low.
Regardless, please monitor your health. Take an Antigen Rapid Test (ART) self-test if you suspect that you may have caught an infection.
Click here for more info on what to do if you are a close contact of a COVID-19 case. https://www.covid.gov.sg/exposed/hrw",covid
